/home/lixiaolou/data/processed/
v0100243	cnvsrc-multi/dev/video/v0100243.mp4	cnvsrc-multi/dev/audio/v0100243.wav	443	283520
80012193	cnvsrc-multi/dev/video/80012193.mp4	cnvsrc-multi/dev/audio/80012193.wav	77	47936
80130063	cnvsrc-multi/dev/video/80130063.mp4	cnvsrc-multi/dev/audio/80130063.wav	85	53104
v0010248	cnvsrc-multi/dev/video/v0010248.mp4	cnvsrc-multi/dev/audio/v0010248.wav	247	158080
80210250	cnvsrc-multi/dev/video/80210250.mp4	cnvsrc-multi/dev/audio/80210250.wav	96	60032
v0200112	cnvsrc-multi/dev/video/v0200112.mp4	cnvsrc-multi/dev/audio/v0200112.wav	128	81920
80221240	cnvsrc-multi/dev/video/80221240.mp4	cnvsrc-multi/dev/audio/80221240.wav	79	48752
80011086	cnvsrc-multi/dev/video/80011086.mp4	cnvsrc-multi/dev/audio/80011086.wav	101	63488
80180107	cnvsrc-multi/dev/video/80180107.mp4	cnvsrc-multi/dev/audio/80180107.wav	73	45440
v0150111	cnvsrc-multi/dev/video/v0150111.mp4	cnvsrc-multi/dev/audio/v0150111.wav	200	128000
v0160004	cnvsrc-multi/dev/video/v0160004.mp4	cnvsrc-multi/dev/audio/v0160004.wav	547	350080
v0030149	cnvsrc-multi/dev/video/v0030149.mp4	cnvsrc-multi/dev/audio/v0030149.wav	63	40320
80191002	cnvsrc-multi/dev/video/80191002.mp4	cnvsrc-multi/dev/audio/80191002.wav	59	36160
80203244	cnvsrc-multi/dev/video/80203244.mp4	cnvsrc-multi/dev/audio/80203244.wav	117	73472
80162227	cnvsrc-multi/dev/video/80162227.mp4	cnvsrc-multi/dev/audio/80162227.wav	79	49232
80042123	cnvsrc-multi/dev/video/80042123.mp4	cnvsrc-multi/dev/audio/80042123.wav	85	53280
v0170013	cnvsrc-multi/dev/video/v0170013.mp4	cnvsrc-multi/dev/audio/v0170013.wav	394	252159
80113034	cnvsrc-multi/dev/video/80113034.mp4	cnvsrc-multi/dev/audio/80113034.wav	60	36960
80013139	cnvsrc-multi/dev/video/80013139.mp4	cnvsrc-multi/dev/audio/80013139.wav	69	43008
v0050065	cnvsrc-multi/dev/video/v0050065.mp4	cnvsrc-multi/dev/audio/v0050065.wav	336	215040
80222018	cnvsrc-multi/dev/video/80222018.mp4	cnvsrc-multi/dev/audio/80222018.wav	76	47536
v0100162	cnvsrc-multi/dev/video/v0100162.mp4	cnvsrc-multi/dev/audio/v0100162.wav	497	318080
80173009	cnvsrc-multi/dev/video/80173009.mp4	cnvsrc-multi/dev/audio/80173009.wav	86	53936
v0130042	cnvsrc-multi/dev/video/v0130042.mp4	cnvsrc-multi/dev/audio/v0130042.wav	373	238720
80090040	cnvsrc-multi/dev/video/80090040.mp4	cnvsrc-multi/dev/audio/80090040.wav	95	59744
80142173	cnvsrc-multi/dev/video/80142173.mp4	cnvsrc-multi/dev/audio/80142173.wav	77	47728
80170101	cnvsrc-multi/dev/video/80170101.mp4	cnvsrc-multi/dev/audio/80170101.wav	81	50560
80052172	cnvsrc-multi/dev/video/80052172.mp4	cnvsrc-multi/dev/audio/80052172.wav	54	33120
80122188	cnvsrc-multi/dev/video/80122188.mp4	cnvsrc-multi/dev/audio/80122188.wav	91	57200
80132035	cnvsrc-multi/dev/video/80132035.mp4	cnvsrc-multi/dev/audio/80132035.wav	119	74528
v0110152	cnvsrc-multi/dev/video/v0110152.mp4	cnvsrc-multi/dev/audio/v0110152.wav	45	28800
80242002	cnvsrc-multi/dev/video/80242002.mp4	cnvsrc-multi/dev/audio/80242002.wav	113	71296
80223129	cnvsrc-multi/dev/video/80223129.mp4	cnvsrc-multi/dev/audio/80223129.wav	87	54080
v0190164	cnvsrc-multi/dev/video/v0190164.mp4	cnvsrc-multi/dev/audio/v0190164.wav	44	28160
80192223	cnvsrc-multi/dev/video/80192223.mp4	cnvsrc-multi/dev/audio/80192223.wav	98	61200
80232182	cnvsrc-multi/dev/video/80232182.mp4	cnvsrc-multi/dev/audio/80232182.wav	98	61312
80032240	cnvsrc-multi/dev/video/80032240.mp4	cnvsrc-multi/dev/audio/80032240.wav	86	53584
80042168	cnvsrc-multi/dev/video/80042168.mp4	cnvsrc-multi/dev/audio/80042168.wav	74	46080
80090096	cnvsrc-multi/dev/video/80090096.mp4	cnvsrc-multi/dev/audio/80090096.wav	73	45392
80081165	cnvsrc-multi/dev/video/80081165.mp4	cnvsrc-multi/dev/audio/80081165.wav	88	55040
80213128	cnvsrc-multi/dev/video/80213128.mp4	cnvsrc-multi/dev/audio/80213128.wav	54	33600
80162191	cnvsrc-multi/dev/video/80162191.mp4	cnvsrc-multi/dev/audio/80162191.wav	102	63856
80232204	cnvsrc-multi/dev/video/80232204.mp4	cnvsrc-multi/dev/audio/80232204.wav	103	65072
80152094	cnvsrc-multi/dev/video/80152094.mp4	cnvsrc-multi/dev/audio/80152094.wav	79	49440
80121105	cnvsrc-multi/dev/video/80121105.mp4	cnvsrc-multi/dev/audio/80121105.wav	74	46016
80242092	cnvsrc-multi/dev/video/80242092.mp4	cnvsrc-multi/dev/audio/80242092.wav	84	52608
80153003	cnvsrc-multi/dev/video/80153003.mp4	cnvsrc-multi/dev/audio/80153003.wav	85	53136
80230032	cnvsrc-multi/dev/video/80230032.mp4	cnvsrc-multi/dev/audio/80230032.wav	89	55712
80120108	cnvsrc-multi/dev/video/80120108.mp4	cnvsrc-multi/dev/audio/80120108.wav	84	52192
80130133	cnvsrc-multi/dev/video/80130133.mp4	cnvsrc-multi/dev/audio/80130133.wav	81	50560
80191219	cnvsrc-multi/dev/video/80191219.mp4	cnvsrc-multi/dev/audio/80191219.wav	98	60992
80050078	cnvsrc-multi/dev/video/80050078.mp4	cnvsrc-multi/dev/audio/80050078.wav	69	42400
v0100159	cnvsrc-multi/dev/video/v0100159.mp4	cnvsrc-multi/dev/audio/v0100159.wav	371	237440
80123059	cnvsrc-multi/dev/video/80123059.mp4	cnvsrc-multi/dev/audio/80123059.wav	79	49328
80030030	cnvsrc-multi/dev/video/80030030.mp4	cnvsrc-multi/dev/audio/80030030.wav	76	47280
80051206	cnvsrc-multi/dev/video/80051206.mp4	cnvsrc-multi/dev/audio/80051206.wav	84	52320
80011119	cnvsrc-multi/dev/video/80011119.mp4	cnvsrc-multi/dev/audio/80011119.wav	62	38176
80181199	cnvsrc-multi/dev/video/80181199.mp4	cnvsrc-multi/dev/audio/80181199.wav	65	40192
80151144	cnvsrc-multi/dev/video/80151144.mp4	cnvsrc-multi/dev/audio/80151144.wav	73	45040
80102028	cnvsrc-multi/dev/video/80102028.mp4	cnvsrc-multi/dev/audio/80102028.wav	74	46000
80172032	cnvsrc-multi/dev/video/80172032.mp4	cnvsrc-multi/dev/audio/80172032.wav	83	51504
v0070012	cnvsrc-multi/dev/video/v0070012.mp4	cnvsrc-multi/dev/audio/v0070012.wav	557	356480
80011092	cnvsrc-multi/dev/video/80011092.mp4	cnvsrc-multi/dev/audio/80011092.wav	88	54784
v0070110	cnvsrc-multi/dev/video/v0070110.mp4	cnvsrc-multi/dev/audio/v0070110.wav	52	33280
80201088	cnvsrc-multi/dev/video/80201088.mp4	cnvsrc-multi/dev/audio/80201088.wav	84	52560
v0160111	cnvsrc-multi/dev/video/v0160111.mp4	cnvsrc-multi/dev/audio/v0160111.wav	450	288000
v0060130	cnvsrc-multi/dev/video/v0060130.mp4	cnvsrc-multi/dev/audio/v0060130.wav	453	289920
80193130	cnvsrc-multi/dev/video/80193130.mp4	cnvsrc-multi/dev/audio/80193130.wav	99	61968
v0050219	cnvsrc-multi/dev/video/v0050219.mp4	cnvsrc-multi/dev/audio/v0050219.wav	382	244480
80153175	cnvsrc-multi/dev/video/80153175.mp4	cnvsrc-multi/dev/audio/80153175.wav	69	42624
80212208	cnvsrc-multi/dev/video/80212208.mp4	cnvsrc-multi/dev/audio/80212208.wav	85	53392
80173119	cnvsrc-multi/dev/video/80173119.mp4	cnvsrc-multi/dev/audio/80173119.wav	73	45008
80112145	cnvsrc-multi/dev/video/80112145.mp4	cnvsrc-multi/dev/audio/80112145.wav	60	37088
80151048	cnvsrc-multi/dev/video/80151048.mp4	cnvsrc-multi/dev/audio/80151048.wav	58	35760
80241076	cnvsrc-multi/dev/video/80241076.mp4	cnvsrc-multi/dev/audio/80241076.wav	102	63664
80033245	cnvsrc-multi/dev/video/80033245.mp4	cnvsrc-multi/dev/audio/80033245.wav	100	62688
v0160102	cnvsrc-multi/dev/video/v0160102.mp4	cnvsrc-multi/dev/audio/v0160102.wav	368	235520
80091156	cnvsrc-multi/dev/video/80091156.mp4	cnvsrc-multi/dev/audio/80091156.wav	90	56272
80190174	cnvsrc-multi/dev/video/80190174.mp4	cnvsrc-multi/dev/audio/80190174.wav	78	48256
v0100132	cnvsrc-multi/dev/video/v0100132.mp4	cnvsrc-multi/dev/audio/v0100132.wav	388	248327
80063049	cnvsrc-multi/dev/video/80063049.mp4	cnvsrc-multi/dev/audio/80063049.wav	81	50608
80062174	cnvsrc-multi/dev/video/80062174.mp4	cnvsrc-multi/dev/audio/80062174.wav	79	49216
80093004	cnvsrc-multi/dev/video/80093004.mp4	cnvsrc-multi/dev/audio/80093004.wav	60	36912
80131202	cnvsrc-multi/dev/video/80131202.mp4	cnvsrc-multi/dev/audio/80131202.wav	118	74176
v0120117	cnvsrc-multi/dev/video/v0120117.mp4	cnvsrc-multi/dev/audio/v0120117.wav	184	117760
v0200030	cnvsrc-multi/dev/video/v0200030.mp4	cnvsrc-multi/dev/audio/v0200030.wav	484	309760
80123245	cnvsrc-multi/dev/video/80123245.mp4	cnvsrc-multi/dev/audio/80123245.wav	63	38768
80013173	cnvsrc-multi/dev/video/80013173.mp4	cnvsrc-multi/dev/audio/80013173.wav	95	59824
80192043	cnvsrc-multi/dev/video/80192043.mp4	cnvsrc-multi/dev/audio/80192043.wav	65	40128
80163058	cnvsrc-multi/dev/video/80163058.mp4	cnvsrc-multi/dev/audio/80163058.wav	69	42432
80031060	cnvsrc-multi/dev/video/80031060.mp4	cnvsrc-multi/dev/audio/80031060.wav	69	42528
v0200151	cnvsrc-multi/dev/video/v0200151.mp4	cnvsrc-multi/dev/audio/v0200151.wav	67	42880
80171021	cnvsrc-multi/dev/video/80171021.mp4	cnvsrc-multi/dev/audio/80171021.wav	71	44048
80050136	cnvsrc-multi/dev/video/80050136.mp4	cnvsrc-multi/dev/audio/80050136.wav	81	50560
80210052	cnvsrc-multi/dev/video/80210052.mp4	cnvsrc-multi/dev/audio/80210052.wav	66	41072
80153067	cnvsrc-multi/dev/video/80153067.mp4	cnvsrc-multi/dev/audio/80153067.wav	65	40160
80102207	cnvsrc-multi/dev/video/80102207.mp4	cnvsrc-multi/dev/audio/80102207.wav	69	42352
80110077	cnvsrc-multi/dev/video/80110077.mp4	cnvsrc-multi/dev/audio/80110077.wav	100	62208
80192131	cnvsrc-multi/dev/video/80192131.mp4	cnvsrc-multi/dev/audio/80192131.wav	91	56960
v0170011	cnvsrc-multi/dev/video/v0170011.mp4	cnvsrc-multi/dev/audio/v0170011.wav	449	287359
80123198	cnvsrc-multi/dev/video/80123198.mp4	cnvsrc-multi/dev/audio/80123198.wav	83	51360
v0010061	cnvsrc-multi/dev/video/v0010061.mp4	cnvsrc-multi/dev/audio/v0010061.wav	150	96000
80200248	cnvsrc-multi/dev/video/80200248.mp4	cnvsrc-multi/dev/audio/80200248.wav	138	86736
v0050248	cnvsrc-multi/dev/video/v0050248.mp4	cnvsrc-multi/dev/audio/v0050248.wav	71	45440
80011223	cnvsrc-multi/dev/video/80011223.mp4	cnvsrc-multi/dev/audio/80011223.wav	60	37248
80010039	cnvsrc-multi/dev/video/80010039.mp4	cnvsrc-multi/dev/audio/80010039.wav	84	51904
v0120051	cnvsrc-multi/dev/video/v0120051.mp4	cnvsrc-multi/dev/audio/v0120051.wav	430	275200
80200045	cnvsrc-multi/dev/video/80200045.mp4	cnvsrc-multi/dev/audio/80200045.wav	151	94896
80170249	cnvsrc-multi/dev/video/80170249.mp4	cnvsrc-multi/dev/audio/80170249.wav	95	58832
80131040	cnvsrc-multi/dev/video/80131040.mp4	cnvsrc-multi/dev/audio/80131040.wav	105	65680
v0070188	cnvsrc-multi/dev/video/v0070188.mp4	cnvsrc-multi/dev/audio/v0070188.wav	156	99840
80213124	cnvsrc-multi/dev/video/80213124.mp4	cnvsrc-multi/dev/audio/80213124.wav	85	53120
80122050	cnvsrc-multi/dev/video/80122050.mp4	cnvsrc-multi/dev/audio/80122050.wav	88	54720
80060153	cnvsrc-multi/dev/video/80060153.mp4	cnvsrc-multi/dev/audio/80060153.wav	81	50704
v0010007	cnvsrc-multi/dev/video/v0010007.mp4	cnvsrc-multi/dev/audio/v0010007.wav	148	94720
v0110117	cnvsrc-multi/dev/video/v0110117.mp4	cnvsrc-multi/dev/audio/v0110117.wav	353	225920
v0080151	cnvsrc-multi/dev/video/v0080151.mp4	cnvsrc-multi/dev/audio/v0080151.wav	437	279680
80012084	cnvsrc-multi/dev/video/80012084.mp4	cnvsrc-multi/dev/audio/80012084.wav	78	48528
v0010018	cnvsrc-multi/dev/video/v0010018.mp4	cnvsrc-multi/dev/audio/v0010018.wav	145	92800
80101097	cnvsrc-multi/dev/video/80101097.mp4	cnvsrc-multi/dev/audio/80101097.wav	100	62928
80051105	cnvsrc-multi/dev/video/80051105.mp4	cnvsrc-multi/dev/audio/80051105.wav	71	44208
v0100152	cnvsrc-multi/dev/video/v0100152.mp4	cnvsrc-multi/dev/audio/v0100152.wav	66	42240
80121024	cnvsrc-multi/dev/video/80121024.mp4	cnvsrc-multi/dev/audio/80121024.wav	111	69824
80081028	cnvsrc-multi/dev/video/80081028.mp4	cnvsrc-multi/dev/audio/80081028.wav	68	41840
80240115	cnvsrc-multi/dev/video/80240115.mp4	cnvsrc-multi/dev/audio/80240115.wav	71	44096
80093064	cnvsrc-multi/dev/video/80093064.mp4	cnvsrc-multi/dev/audio/80093064.wav	97	60928
v0010118	cnvsrc-multi/dev/video/v0010118.mp4	cnvsrc-multi/dev/audio/v0010118.wav	155	99200
80090215	cnvsrc-multi/dev/video/80090215.mp4	cnvsrc-multi/dev/audio/80090215.wav	103	64368
80051181	cnvsrc-multi/dev/video/80051181.mp4	cnvsrc-multi/dev/audio/80051181.wav	110	68512
v0060045	cnvsrc-multi/dev/video/v0060045.mp4	cnvsrc-multi/dev/audio/v0060045.wav	153	97920
80241245	cnvsrc-multi/dev/video/80241245.mp4	cnvsrc-multi/dev/audio/80241245.wav	70	43712
80233165	cnvsrc-multi/dev/video/80233165.mp4	cnvsrc-multi/dev/audio/80233165.wav	83	51744
80111200	cnvsrc-multi/dev/video/80111200.mp4	cnvsrc-multi/dev/audio/80111200.wav	87	54240
v0200222	cnvsrc-multi/dev/video/v0200222.mp4	cnvsrc-multi/dev/audio/v0200222.wav	34	21760
v0170101	cnvsrc-multi/dev/video/v0170101.mp4	cnvsrc-multi/dev/audio/v0170101.wav	399	255359
80121043	cnvsrc-multi/dev/video/80121043.mp4	cnvsrc-multi/dev/audio/80121043.wav	98	61168
80231169	cnvsrc-multi/dev/video/80231169.mp4	cnvsrc-multi/dev/audio/80231169.wav	108	67504
80231108	cnvsrc-multi/dev/video/80231108.mp4	cnvsrc-multi/dev/audio/80231108.wav	63	38720
80202073	cnvsrc-multi/dev/video/80202073.mp4	cnvsrc-multi/dev/audio/80202073.wav	101	63344
80090185	cnvsrc-multi/dev/video/80090185.mp4	cnvsrc-multi/dev/audio/80090185.wav	79	48944
80112101	cnvsrc-multi/dev/video/80112101.mp4	cnvsrc-multi/dev/audio/80112101.wav	76	47328
80102164	cnvsrc-multi/dev/video/80102164.mp4	cnvsrc-multi/dev/audio/80102164.wav	72	44496
80222232	cnvsrc-multi/dev/video/80222232.mp4	cnvsrc-multi/dev/audio/80222232.wav	68	41808
80181159	cnvsrc-multi/dev/video/80181159.mp4	cnvsrc-multi/dev/audio/80181159.wav	63	38976
80063073	cnvsrc-multi/dev/video/80063073.mp4	cnvsrc-multi/dev/audio/80063073.wav	78	48208
80211114	cnvsrc-multi/dev/video/80211114.mp4	cnvsrc-multi/dev/audio/80211114.wav	119	74560
v0030027	cnvsrc-multi/dev/video/v0030027.mp4	cnvsrc-multi/dev/audio/v0030027.wav	508	325120
80142218	cnvsrc-multi/dev/video/80142218.mp4	cnvsrc-multi/dev/audio/80142218.wav	83	51472
80140002	cnvsrc-multi/dev/video/80140002.mp4	cnvsrc-multi/dev/audio/80140002.wav	79	49056
v0040110	cnvsrc-multi/dev/video/v0040110.mp4	cnvsrc-multi/dev/audio/v0040110.wav	384	245760
v0190192	cnvsrc-multi/dev/video/v0190192.mp4	cnvsrc-multi/dev/audio/v0190192.wav	64	40960
80171019	cnvsrc-multi/dev/video/80171019.mp4	cnvsrc-multi/dev/audio/80171019.wav	70	43648
v0100005	cnvsrc-multi/dev/video/v0100005.mp4	cnvsrc-multi/dev/audio/v0100005.wav	195	124800
80110034	cnvsrc-multi/dev/video/80110034.mp4	cnvsrc-multi/dev/audio/80110034.wav	57	35216
80073016	cnvsrc-multi/dev/video/80073016.mp4	cnvsrc-multi/dev/audio/80073016.wav	97	60800
80202040	cnvsrc-multi/dev/video/80202040.mp4	cnvsrc-multi/dev/audio/80202040.wav	68	42192
80041090	cnvsrc-multi/dev/video/80041090.mp4	cnvsrc-multi/dev/audio/80041090.wav	69	42928
80241113	cnvsrc-multi/dev/video/80241113.mp4	cnvsrc-multi/dev/audio/80241113.wav	88	55168
v0190069	cnvsrc-multi/dev/video/v0190069.mp4	cnvsrc-multi/dev/audio/v0190069.wav	46	29440
80171174	cnvsrc-multi/dev/video/80171174.mp4	cnvsrc-multi/dev/audio/80171174.wav	86	53792
80132202	cnvsrc-multi/dev/video/80132202.mp4	cnvsrc-multi/dev/audio/80132202.wav	92	57520
80060053	cnvsrc-multi/dev/video/80060053.mp4	cnvsrc-multi/dev/audio/80060053.wav	124	78080
80151135	cnvsrc-multi/dev/video/80151135.mp4	cnvsrc-multi/dev/audio/80151135.wav	84	52048
80212207	cnvsrc-multi/dev/video/80212207.mp4	cnvsrc-multi/dev/audio/80212207.wav	75	46832
80223066	cnvsrc-multi/dev/video/80223066.mp4	cnvsrc-multi/dev/audio/80223066.wav	80	50048
80042073	cnvsrc-multi/dev/video/80042073.mp4	cnvsrc-multi/dev/audio/80042073.wav	61	37760
80122054	cnvsrc-multi/dev/video/80122054.mp4	cnvsrc-multi/dev/audio/80122054.wav	138	86880
v0200195	cnvsrc-multi/dev/video/v0200195.mp4	cnvsrc-multi/dev/audio/v0200195.wav	491	314240
v0050060	cnvsrc-multi/dev/video/v0050060.mp4	cnvsrc-multi/dev/audio/v0050060.wav	78	49920
80033178	cnvsrc-multi/dev/video/80033178.mp4	cnvsrc-multi/dev/audio/80033178.wav	89	55520
80241210	cnvsrc-multi/dev/video/80241210.mp4	cnvsrc-multi/dev/audio/80241210.wav	73	45696
80082228	cnvsrc-multi/dev/video/80082228.mp4	cnvsrc-multi/dev/audio/80082228.wav	90	56240
80120147	cnvsrc-multi/dev/video/80120147.mp4	cnvsrc-multi/dev/audio/80120147.wav	100	62256
v0040116	cnvsrc-multi/dev/video/v0040116.mp4	cnvsrc-multi/dev/audio/v0040116.wav	615	393607
v0100265	cnvsrc-multi/dev/video/v0100265.mp4	cnvsrc-multi/dev/audio/v0100265.wav	131	83840
80053180	cnvsrc-multi/dev/video/80053180.mp4	cnvsrc-multi/dev/audio/80053180.wav	79	49120
80013079	cnvsrc-multi/dev/video/80013079.mp4	cnvsrc-multi/dev/audio/80013079.wav	79	49104
80193032	cnvsrc-multi/dev/video/80193032.mp4	cnvsrc-multi/dev/audio/80193032.wav	65	40384
v0150201	cnvsrc-multi/dev/video/v0150201.mp4	cnvsrc-multi/dev/audio/v0150201.wav	96	61440
80120221	cnvsrc-multi/dev/video/80120221.mp4	cnvsrc-multi/dev/audio/80120221.wav	95	59216
v0120056	cnvsrc-multi/dev/video/v0120056.mp4	cnvsrc-multi/dev/audio/v0120056.wav	582	372480
80152074	cnvsrc-multi/dev/video/80152074.mp4	cnvsrc-multi/dev/audio/80152074.wav	75	46976
80182063	cnvsrc-multi/dev/video/80182063.mp4	cnvsrc-multi/dev/audio/80182063.wav	64	39344
80113119	cnvsrc-multi/dev/video/80113119.mp4	cnvsrc-multi/dev/audio/80113119.wav	105	65952
80013072	cnvsrc-multi/dev/video/80013072.mp4	cnvsrc-multi/dev/audio/80013072.wav	74	45632
80201097	cnvsrc-multi/dev/video/80201097.mp4	cnvsrc-multi/dev/audio/80201097.wav	131	82544
80163135	cnvsrc-multi/dev/video/80163135.mp4	cnvsrc-multi/dev/audio/80163135.wav	76	47088
80011162	cnvsrc-multi/dev/video/80011162.mp4	cnvsrc-multi/dev/audio/80011162.wav	75	47056
v0100222	cnvsrc-multi/dev/video/v0100222.mp4	cnvsrc-multi/dev/audio/v0100222.wav	29	18560
80032196	cnvsrc-multi/dev/video/80032196.mp4	cnvsrc-multi/dev/audio/80032196.wav	92	57712
80200043	cnvsrc-multi/dev/video/80200043.mp4	cnvsrc-multi/dev/audio/80200043.wav	109	68048
80060144	cnvsrc-multi/dev/video/80060144.mp4	cnvsrc-multi/dev/audio/80060144.wav	57	35072
80212193	cnvsrc-multi/dev/video/80212193.mp4	cnvsrc-multi/dev/audio/80212193.wav	100	62608
80042134	cnvsrc-multi/dev/video/80042134.mp4	cnvsrc-multi/dev/audio/80042134.wav	111	69600
80082196	cnvsrc-multi/dev/video/80082196.mp4	cnvsrc-multi/dev/audio/80082196.wav	113	70640
80112044	cnvsrc-multi/dev/video/80112044.mp4	cnvsrc-multi/dev/audio/80112044.wav	84	52000
80031025	cnvsrc-multi/dev/video/80031025.mp4	cnvsrc-multi/dev/audio/80031025.wav	72	44800
80222124	cnvsrc-multi/dev/video/80222124.mp4	cnvsrc-multi/dev/audio/80222124.wav	82	51200
80093116	cnvsrc-multi/dev/video/80093116.mp4	cnvsrc-multi/dev/audio/80093116.wav	77	47680
80191001	cnvsrc-multi/dev/video/80191001.mp4	cnvsrc-multi/dev/audio/80191001.wav	87	54416
80092159	cnvsrc-multi/dev/video/80092159.mp4	cnvsrc-multi/dev/audio/80092159.wav	99	62016
v0160122	cnvsrc-multi/dev/video/v0160122.mp4	cnvsrc-multi/dev/audio/v0160122.wav	376	240640
80131200	cnvsrc-multi/dev/video/80131200.mp4	cnvsrc-multi/dev/audio/80131200.wav	109	68320
80170128	cnvsrc-multi/dev/video/80170128.mp4	cnvsrc-multi/dev/audio/80170128.wav	74	46464
80122082	cnvsrc-multi/dev/video/80122082.mp4	cnvsrc-multi/dev/audio/80122082.wav	68	42176
80053051	cnvsrc-multi/dev/video/80053051.mp4	cnvsrc-multi/dev/audio/80053051.wav	84	52480
v0040121	cnvsrc-multi/dev/video/v0040121.mp4	cnvsrc-multi/dev/audio/v0040121.wav	110	70400
80060247	cnvsrc-multi/dev/video/80060247.mp4	cnvsrc-multi/dev/audio/80060247.wav	99	61616
80231021	cnvsrc-multi/dev/video/80231021.mp4	cnvsrc-multi/dev/audio/80231021.wav	193	122496
v0190210	cnvsrc-multi/dev/video/v0190210.mp4	cnvsrc-multi/dev/audio/v0190210.wav	178	113920
v0150011	cnvsrc-multi/dev/video/v0150011.mp4	cnvsrc-multi/dev/audio/v0150011.wav	63	40320
80200158	cnvsrc-multi/dev/video/80200158.mp4	cnvsrc-multi/dev/audio/80200158.wav	105	65552
80152047	cnvsrc-multi/dev/video/80152047.mp4	cnvsrc-multi/dev/audio/80152047.wav	66	41104
80082048	cnvsrc-multi/dev/video/80082048.mp4	cnvsrc-multi/dev/audio/80082048.wav	70	43840
80133031	cnvsrc-multi/dev/video/80133031.mp4	cnvsrc-multi/dev/audio/80133031.wav	99	61920
v0040162	cnvsrc-multi/dev/video/v0040162.mp4	cnvsrc-multi/dev/audio/v0040162.wav	519	332160
v0070141	cnvsrc-multi/dev/video/v0070141.mp4	cnvsrc-multi/dev/audio/v0070141.wav	74	47360
80210118	cnvsrc-multi/dev/video/80210118.mp4	cnvsrc-multi/dev/audio/80210118.wav	71	44080
v0130090	cnvsrc-multi/dev/video/v0130090.mp4	cnvsrc-multi/dev/audio/v0130090.wav	131	83840
80031071	cnvsrc-multi/dev/video/80031071.mp4	cnvsrc-multi/dev/audio/80031071.wav	75	46688
